"gene_id","gene_name","lfc_KOvsEV","lfc_EV_siINS","lfc_KO_siINS","EV_padj","KO_padj","Base_padj","max_padj","dir_KOvsEV","dir_EV_siINS","dir_KO_siINS","direction","direction_cluster"
"ENSG00000184979","USP18",-0.447807082860589,-0.805035033624982,-0.62126411807558,6.31174302275706e-16,1.69129381951518e-09,3.19422679600551e-06,3.19422679600551e-06,"down","down","down","down_down_down",2
"ENSG00000152910","CNTNAP4",-3.52016715456763,-0.744420697505024,-0.933276305230312,2.0168998287518e-05,6.91945111032808e-06,1.14872507939881e-85,2.0168998287518e-05,"down","down","down","down_down_down",2
"ENSG00000124493","GRM4",-0.905730088174178,-0.451627620370502,-0.472326459862194,0.000373178942214859,0.000119639241762654,2.96536004534499e-16,0.000373178942214859,"down","down","down","down_down_down",2
"ENSG00000082146","STRADB",-0.350883233853486,-0.519913501776208,-0.68240570094648,1.06531091002635e-05,1.26993373691796e-09,0.000843427009490738,0.000843427009490738,"down","down","down","down_down_down",2
"ENSG00000112182","BACH2",-1.67652227002815,-0.548598391152774,-0.516434535165275,0.00044430787213168,0.00189184435468093,1.01787373389826e-29,0.00189184435468093,"down","down","down","down_down_down",2
"ENSG00000138759","FRAS1",-1.19633247822755,-0.593346774931231,-0.804485810211122,0.00225039407342029,5.36432053464258e-05,2.81269549000679e-10,0.00225039407342029,"down","down","down","down_down_down",2
"ENSG00000123091","RNF11",-0.5333456863278,-0.347179854658059,-0.605027840152868,0.00300279534566431,1.55874970444282e-08,1.02379128784515e-07,0.00300279534566431,"down","down","down","down_down_down",2
"ENSG00000183722","LHFPL6",-0.774004221249861,-0.661747737121881,-0.424358763521394,9.01609939190053e-06,0.00349695091914106,2.16704471197215e-08,0.00349695091914106,"down","down","down","down_down_down",2
"ENSG00000064309","CDON",-0.527047162376258,-0.39802440456688,-0.415708531239748,0.00381693499463688,0.00114021743317735,8.3862944044064e-06,0.00381693499463688,"down","down","down","down_down_down",2
"ENSG00000145284","SCD5",-0.812508053214207,-0.577584522034453,-0.754317584124303,0.0048285499125287,0.000531409467046591,9.95936658030181e-05,0.0048285499125287,"down","down","down","down_down_down",2
"ENSG00000112139","MDGA1",-1.22745105783924,-0.423541967874255,-0.92576329704223,0.0124349290761307,1.24756782848431e-07,3.05358207488903e-14,0.0124349290761307,"down","down","down","down_down_down",2
"ENSG00000219438","FAM19A5",-0.632902703129022,-0.377953267792239,-0.397495946085141,0.0136411187630794,0.00515866677582416,4.88733705537417e-06,0.0136411187630794,"down","down","down","down_down_down",2
"ENSG00000108551","RASD1",-1.3859045628551,0.676141834575071,0.971503904825772,6.90307510444691e-06,1.02583402513735e-10,1.69852597406567e-21,6.90307510444691e-06,"down","up","up","down_up_up",3
"ENSG00000088826","SMOX",-1.77255969950141,1.09768211281198,1.0449120594026,4.43821559119376e-06,6.32680723193442e-05,1.98851183188701e-10,6.32680723193442e-05,"down","up","up","down_up_up",3
"ENSG00000125816","NKX2-4",-1.53495670395334,0.513699012388924,0.565284173125678,0.00033679863300948,0.000118434208343109,6.73761606968945e-30,0.00033679863300948,"down","up","up","down_up_up",3
"ENSG00000154548","SRSF12",-1.24182075712739,0.473369722137211,0.589195350506719,0.000412700207328144,1.027470997693e-05,4.8849944535427e-24,0.000412700207328144,"down","up","up","down_up_up",3
"ENSG00000165272","AQP3",-0.534394277949344,0.543461518290591,0.645259467399914,0.000470088069110504,2.03010184071678e-05,0.000131137637348724,0.000470088069110504,"down","up","up","down_up_up",3
"ENSG00000166016","ABTB2",-2.21288016982591,0.526472792861636,0.440206246740756,7.22802907307223e-05,0.00152916838996242,1.19984518612862e-67,0.00152916838996242,"down","up","up","down_up_up",3
"ENSG00000124831","LRRFIP1",-1.4822090815947,0.489000175564826,0.385983444041458,0.000162765693561327,0.00163417928912259,5.61962776402503e-38,0.00163417928912259,"down","up","up","down_up_up",3
"ENSG00000101438","SLC32A1",-4.46442724103414,0.438699658776547,0.825645618175278,0.00212283140394842,8.3963218712738e-07,3.71753157761316e-198,0.00212283140394842,"down","up","up","down_up_up",3
"ENSG00000120217","CD274",-1.87781172991026,0.603928609120474,0.660581055246306,0.00237584036240197,0.00150515515551772,1.49652908221456e-18,0.00237584036240197,"down","up","up","down_up_up",3
"ENSG00000106868","SUSD1",-0.510067611161928,0.357506180806785,0.373943306390401,0.00247661568870201,0.00064844035555948,5.36858368869425e-07,0.00247661568870201,"down","up","up","down_up_up",3
"ENSG00000178980","SELENOW",-0.735913865980569,0.334998910457871,0.519090133401335,0.00502383433890975,3.42131572701546e-06,1.35710589020494e-12,0.00502383433890975,"down","up","up","down_up_up",3
"ENSG00000205978","NYNRIN",-0.933937002512066,0.363493269086256,0.721158464955135,0.0108664134938306,1.76194015456221e-07,7.50582803693763e-13,0.0108664134938306,"down","up","up","down_up_up",3
"ENSG00000120278","PLEKHG1",-1.32450160394972,0.643417984990393,0.425065953226082,0.00266442560803773,0.0191610915334486,6.9466769506909e-08,0.0191610915334486,"down","up","up","down_up_up",3
"ENSG00000214575","CPEB1",-1.2087576703898,0.419442273355489,0.341210620934266,0.0219442403744201,0.032199475146129,2.99482462455814e-08,0.032199475146129,"down","up","up","down_up_up",3
"ENSG00000108830","RND2",-2.09544475724703,0.358076156770243,0.876353403422356,0.0339904826399921,2.0452178179569e-05,1.42296543049799e-25,0.0339904826399921,"down","up","up","down_up_up",3
"ENSG00000167461","RAB8A",0.275177845029035,-0.228545992464607,-0.256053328547641,0.0173206176618197,0.00391411750764449,0.00127070098375315,0.0173206176618197,"stable","stable","stable","stable_stable_stable",4
"ENSG00000137575","SDCBP",-0.221982352391452,0.176192615239412,0.185359517825282,0.0199604625941757,0.00847752662972539,0.000917167593124911,0.0199604625941757,"stable","stable","stable","stable_stable_stable",4
"ENSG00000152348","ATG10",0.261848233478598,-0.291087443974741,-0.269282011166412,0.0219442403744201,0.0164879850074407,0.0232334888279832,0.0232334888279832,"stable","stable","stable","stable_stable_stable",4
"ENSG00000179523","EIF3J-DT",0.306612235950748,-0.275834778830435,-0.199540727192848,0.00901605333132946,0.0291693524294997,0.000722842589676139,0.0291693524294997,"stable","stable","stable","stable_stable_stable",4
"ENSG00000130703","OSBPL2",-0.13635821128271,-0.184893927258541,-0.20819872267534,0.00742489082571423,0.00122883431349953,0.0352249823058549,0.0352249823058549,"stable","stable","stable","stable_stable_stable",4
"ENSG00000089597","GANAB",0.266796380737688,-0.228668208261371,-0.270277175491757,0.0369921114166366,0.00869351113619571,0.00926783510926815,0.0369921114166366,"stable","stable","stable","stable_stable_stable",4
"ENSG00000171314","PGAM1",0.223915388531094,0.174429478524923,0.168033844589524,0.0378890975675327,0.0318494715715386,0.00321435821288399,0.0378890975675327,"stable","stable","stable","stable_stable_stable",4
"ENSG00000237289","CKMT1B",0.281248245335141,0.252036367186652,0.226745579469862,0.0407832212935241,0.0380542481774296,0.0166037590764991,0.0407832212935241,"stable","stable","stable","stable_stable_stable",4
"ENSG00000099940","SNAP29",0.237972667485038,0.215357078918886,0.156063896799852,0.00944732671052944,0.0429983951225533,0.00136105306132667,0.0429983951225533,"stable","stable","stable","stable_stable_stable",4
"ENSG00000175029","CTBP2",-0.168116795426516,-0.1586046111267,-0.210545749844589,0.0464842840283799,0.00441343523038533,0.0215465912775392,0.0464842840283799,"stable","stable","stable","stable_stable_stable",4
"ENSG00000180979","LRRC57",0.255814852594649,-0.203551601163735,-0.319529839540527,0.0493777312292717,0.00156963258289915,0.00905162241401937,0.0493777312292717,"stable","stable","stable","stable_stable_stable",4
"ENSG00000198843","SELENOT",-0.290344275782915,-0.427904399546005,-0.581243155622089,4.73397471455299e-07,1.71319541434157e-13,0.000180934793378196,0.000180934793378196,"stable","down","down","stable_down_down",5
"ENSG00000135821","GLUL",0.262891130928315,-0.397192591577635,-0.512855468154268,3.36056110863318e-05,6.28470249039896e-09,0.00229913602286201,0.00229913602286201,"stable","down","down","stable_down_down",5
"ENSG00000171055","FEZ2",-0.257661078204656,-0.518663117971936,-0.623738175030235,3.35611336391496e-07,1.53290110721233e-10,0.00606807996893158,0.00606807996893158,"stable","down","down","stable_down_down",5
"ENSG00000163818","LZTFL1",-0.261393924458466,-0.511154856256952,-0.553421318367237,9.15937935437328e-07,3.71018754480619e-08,0.00624105105235293,0.00624105105235293,"stable","down","down","stable_down_down",5
"ENSG00000103742","IGDCC4",-0.298122748296698,-1.09613630694483,-1.04908501043773,1.02523635308966e-21,2.44042675753401e-19,0.00879734088373626,0.00879734088373626,"stable","down","down","stable_down_down",5
"ENSG00000145495","MARCH6",-0.278452648294445,-0.332969029095163,-0.482563305821249,0.009275860038108,6.32266632689571e-05,0.0144231200265052,0.0144231200265052,"stable","down","down","stable_down_down",5
"ENSG00000110536","PTPMT1",0.196907795509404,-0.336390496056566,-0.46502538356995,0.000403085963494056,8.46929808650675e-08,0.0232278468942057,0.0232278468942057,"stable","down","down","stable_down_down",5
"ENSG00000138029","HADHB",-0.171522343440993,-0.32257230279022,-0.381200969961068,0.000138820786468243,1.47095911213551e-06,0.0327370701962819,0.0327370701962819,"stable","down","down","stable_down_down",5
"ENSG00000083720","OXCT1",0.186390233649203,-0.42281153615874,-0.471989632420094,7.32251383197077e-06,8.52236246553547e-08,0.0366611241557014,0.0366611241557014,"stable","down","down","stable_down_down",5
"ENSG00000126767","ELK1",0.279306114704119,-0.842737443275053,-0.992056934574975,1.39398883218417e-09,6.24166324744138e-13,0.0370886314638353,0.0370886314638353,"stable","down","down","stable_down_down",5
"ENSG00000100767","PAPLN",2.45844353660087,-0.470990517406346,-0.245225252634816,0.000105068288339,0.00753287953794737,2.2828713042926e-153,0.00753287953794737,"up","down","stable","up_down_stable",6
"ENSG00000214562","NUTM2D",0.406163445825627,-0.454715138772415,-0.287710099363955,0.00211434160203573,0.016699562004822,0.000853570825989072,0.016699562004822,"up","down","stable","up_down_stable",6
"ENSG00000111186","WNT5B",0.893407450320785,-0.755991712300979,-0.25120843866768,7.32909981971592e-10,0.0204784851622103,5.66448669157017e-16,0.0204784851622103,"up","down","stable","up_down_stable",6
"ENSG00000137474","MYO7A",0.359490281688492,-0.33180072096949,-0.244669115330429,0.00741194676476596,0.0206412716291447,0.000686954974680342,0.0206412716291447,"up","down","stable","up_down_stable",6
"ENSG00000155465","SLC7A7",1.3157062998913,-0.527865241092528,-0.287204568776866,0.000504135795684838,0.020867924586071,3.09248334846766e-23,0.020867924586071,"up","down","stable","up_down_stable",6
"ENSG00000196975","ANXA4",0.438828644399884,-0.413917391656051,-0.210411436826743,0.000128412567110483,0.0255431944142116,1.8966559244568e-06,0.0255431944142116,"up","down","stable","up_down_stable",6
"ENSG00000162545","CAMK2N1",0.948846806623934,-0.373264932926402,-0.198755009474736,0.0004137322846697,0.0318494715715386,5.84238966568763e-26,0.0318494715715386,"up","down","stable","up_down_stable",6
"ENSG00000173567","ADGRF3",0.439164241639354,-0.569693775425544,-0.305105530503431,0.00274497815326047,0.0326888012322431,0.00723822536465524,0.0326888012322431,"up","down","stable","up_down_stable",6
"ENSG00000137198","GMPR",1.03875171038916,-0.326128284577461,-0.31172391452585,0.0476811581086474,0.0380296729632097,3.30774758346157e-07,0.0476811581086474,"up","down","stable","up_down_stable",6
"ENSG00000165912","PACSIN3",0.996921599979667,-0.541452475706387,-0.194678133739358,3.04747514887984e-06,0.048277491531859,2.6907581145092e-23,0.048277491531859,"up","down","stable","up_down_stable",6
"ENSG00000188070","C11orf95",0.622458334491266,-0.300790512425902,-0.29065019914963,0.00154191644016632,0.000935908309965451,1.75410251751264e-14,0.00154191644016632,"up","stable","stable","up_stable_stable",7
"ENSG00000143036","SLC44A3",0.706892908617238,-0.283803284816171,-0.279193042908855,0.0046507677605526,0.00199258312195904,6.15402440154035e-17,0.0046507677605526,"up","stable","stable","up_stable_stable",7
"ENSG00000137168","PPIL1",0.40842529102654,-0.267256432027475,-0.240913190141285,0.00605381161886714,0.00628987576679516,8.98575287384906e-07,0.00628987576679516,"up","stable","stable","up_stable_stable",7
"ENSG00000143643","TTC13",0.458497747153834,-0.2332324795485,-0.271746425900252,0.0131971312988929,0.00168623873280063,1.249459568774e-08,0.0131971312988929,"up","stable","stable","up_stable_stable",7
"ENSG00000101347","SAMHD1",0.337657211081931,0.202677848533467,0.221779900583618,0.0191075886353812,0.00554500587694014,7.13886920271087e-06,0.0191075886353812,"up","stable","stable","up_stable_stable",7
"ENSG00000141905","NFIC",0.404975286222739,-0.256256282849827,-0.313342713848646,0.0375534389366615,0.00675210314920707,0.000304705426055786,0.0375534389366615,"up","stable","stable","up_stable_stable",7
"ENSG00000118495","PLAGL1",0.363827355787485,-0.238667499076541,-0.292397889211842,0.0381589769540342,0.00756750898735117,0.000633212543926524,0.0381589769540342,"up","stable","stable","up_stable_stable",7
"ENSG00000163902","RPN1",0.333730059993894,-0.175497942650681,-0.174394889055825,0.0467175220477152,0.0340822138138986,1.9944166179202e-05,0.0467175220477152,"up","stable","stable","up_stable_stable",7
"ENSG00000163932","PRKCD",0.566903089467713,0.222849198144244,0.162635164764724,0.0141247391757182,0.0473683797290713,2.72393943850475e-13,0.0473683797290713,"up","stable","stable","up_stable_stable",7
"ENSG00000143870","PDIA6",0.584362978674322,-0.294696278070065,-0.521536640549829,1.99484120737253e-05,8.93522544418486e-17,3.78026282338712e-22,1.99484120737253e-05,"up","stable","down","up_stable_down",8
"ENSG00000179218","CALR",0.582718461584506,-0.242521196090222,-0.429255489155027,0.00816918954420357,4.07304610153006e-07,1.46167989275781e-13,0.00816918954420357,"up","stable","down","up_stable_down",8
"ENSG00000070214","SLC44A1",0.457371425808123,-0.24393925300058,-0.394666255884324,0.0131870160367586,1.67856529645474e-05,7.5026480841559e-08,0.0131870160367586,"up","stable","down","up_stable_down",8
"ENSG00000050405","LIMA1",0.40781088305462,-0.276431165975037,-0.442164231156196,0.0187847283456374,7.5604295373472e-05,8.00262295872849e-05,0.0187847283456374,"up","stable","down","up_stable_down",8
"ENSG00000145604","SKP2",0.646375616452908,-0.244486541871017,-0.45128724785511,0.0199604625941757,5.04426767229469e-06,1.84907961019345e-12,0.0199604625941757,"up","stable","down","up_stable_down",8
"ENSG00000184164","CRELD2",0.465843414617971,-0.269601098528171,-0.799027059622584,0.0199604625941757,3.6729030040331e-14,4.63687293286459e-06,0.0199604625941757,"up","stable","down","up_stable_down",8
"ENSG00000152818","UTRN",0.463869891109309,-0.266253593758984,-0.66156790843681,0.0448140788083819,1.26864823580248e-06,0.000243157606764065,0.0448140788083819,"up","stable","down","up_stable_down",8
"ENSG00000139641","ESYT1",-0.353816310438772,0.419958187892269,0.248096022302184,7.32251383197077e-06,0.00487003888574264,2.17212601992667e-05,0.00487003888574264,"down","up","stable","down_up_stable",9
"ENSG00000178473","UCN3",-0.725111368851886,0.395309573754975,0.267182309548892,0.0037731931684032,0.0214929924514477,1.24696724433515e-09,0.0214929924514477,"down","up","stable","down_up_stable",9
"ENSG00000169291","SHE",-4.43353690781313,0.535885019508214,0.239135608517849,0.00835186090870965,0.0260794582030001,5.79823927844534e-17,0.0260794582030001,"down","up","stable","down_up_stable",9
"ENSG00000180190","TDRP",-0.762829983729874,0.454451573542782,0.265421290141654,0.00137690993878859,0.0269913587756945,1.77474103714182e-09,0.0269913587756945,"down","up","stable","down_up_stable",9
"ENSG00000136999","NOV",-0.818546831650256,0.42685542424707,0.296512622093826,0.00867122564516338,0.0288906031546631,8.37415415060113e-08,0.0288906031546631,"down","up","stable","down_up_stable",9
"ENSG00000021645","NRXN3",-1.1218683641318,0.602526666463306,0.256812011713274,2.96400384449623e-05,0.0395147655020143,5.75262814844678e-16,0.0395147655020143,"down","up","stable","down_up_stable",9
"ENSG00000172201","ID4",-1.18088751393587,0.253118314069562,0.232573628991373,0.0199604625941757,0.019591154166869,1.21024174205317e-34,0.0199604625941757,"down","stable","stable","down_stable_stable",10
"ENSG00000166770","ZNF667-AS1",-0.712716092660799,-0.179724592845934,-0.248899480159012,0.023379396158832,0.000975435826259976,2.7981435941548e-26,0.023379396158832,"down","stable","stable","down_stable_stable",10
"ENSG00000198363","ASPH",-0.627289109559003,-0.250303647778065,-0.295074614117514,0.042950835567193,0.0118260792378319,7.46568777801828e-08,0.042950835567193,"down","stable","stable","down_stable_stable",10
"ENSG00000261801","LOXL1-AS1",-0.402403715140572,-0.245657356477869,-0.263158808880906,0.0462364559347323,0.0226208093128476,0.000538373069492727,0.0462364559347323,"down","stable","stable","down_stable_stable",10
"ENSG00000088367","EPB41L1",-0.848888467163908,0.22881416227994,0.1736374199745,0.0160063469816089,0.0482227497785628,1.49913419659491e-24,0.0482227497785628,"down","stable","stable","down_stable_stable",10
"ENSG00000167004","PDIA3",0.223593510294089,-0.265866278912072,-0.415850094451042,0.0118548463885875,2.64007255674745e-05,0.0209636702540297,0.0209636702540297,"stable","stable","down","stable_stable_down",11
"ENSG00000136731","UGGT1",0.256273472937266,-0.206392563344426,-0.358045870216993,0.0289948405517659,6.32680723193442e-05,0.00290147497341329,0.0289948405517659,"stable","stable","down","stable_stable_down",11
"ENSG00000120992","LYPLA1",0.215788596987514,-0.202128551398364,-0.3461137701596,0.039398525800029,0.000254446237823126,0.0198881841586137,0.039398525800029,"stable","stable","down","stable_stable_down",11
"ENSG00000198729","PPP1R14C",0.208199175178421,-0.258310391499529,-0.404881876877535,0.0225548378291795,0.000179159306166545,0.0499004353011281,0.0499004353011281,"stable","stable","down","stable_stable_down",11
"ENSG00000078804","TP53INP2",-0.704806117171073,-0.308644856777918,-0.507162289048992,0.0219442403744201,0.000132840695946451,9.16517728737594e-09,0.0219442403744201,"down","stable","down","down_stable_down",12
"ENSG00000006468","ETV1",-1.02574291837361,-0.321389693677495,-0.506080956471778,0.0312474998647621,0.00113045105100946,1.83485380048452e-12,0.0312474998647621,"down","stable","down","down_stable_down",12
"ENSG00000183831","ANKRD45",-0.394640531667926,-0.320506141242537,-0.379627949318353,0.047368859511399,0.0201254183296275,0.0230136159634071,0.047368859511399,"down","stable","down","down_stable_down",12
"ENSG00000103942","HOMER2",-0.841797532998227,0.190243066605983,0.349036402416655,0.0225548378291795,1.04382880740026e-05,2.81909327147212e-31,0.0225548378291795,"down","stable","up","down_stable_up",13
"ENSG00000171303","KCNK3",-0.953775060016672,0.32078452672841,0.742989981734448,0.037629705409767,9.59822290450995e-06,1.8049061685741e-09,0.037629705409767,"down","stable","up","down_stable_up",13
"ENSG00000120509","PDZD11",0.227844791370346,-0.332552844462848,-0.266846868928041,0.00216013018077481,0.00577784636540906,0.0182968346897908,0.0182968346897908,"stable","down","stable","stable_down_stable",14
"ENSG00000196739","COL27A1",-0.203113235986328,-0.420071292123807,-0.2907986867268,0.000189085879529556,0.00466325646063454,0.0495589501717538,0.0495589501717538,"stable","down","stable","stable_down_stable",14
"ENSG00000108179","PPIF",0.497642902506576,0.335831534953394,0.362113012005011,0.000430211767972923,4.21790309109921e-05,1.54154648125618e-09,0.000430211767972923,"up","up","up","up_up_up",15
"ENSG00000161905","ALOX15",1.1707941995918,0.750964442989172,0.617426891465249,7.22802907307223e-05,0.000480301863388567,1.70598068807581e-10,0.000480301863388567,"up","up","up","up_up_up",15
"ENSG00000100027","YPEL1",-1.10018234679704,-0.414134118573244,-0.311374394897874,0.00790491467824565,0.021233922219407,6.21709514257033e-15,0.021233922219407,"down","down","stable","down_down_stable",16
