gene_id,gene_name,KOsiCONT_vs_EVsiCONT,EVsiINS_vs_EVsiCONT,KOsiINS_vs_KOsiCONT
ENSG00000152348,ATG10,0.2618482334785977,-0.29108744397474073,-0.26928201116641215
ENSG00000152818,UTRN,0.4638698911093088,-0.26625359375898383,-0.6615679084368105
ENSG00000152910,CNTNAP4,-3.5201671545676265,-0.7444206975050237,-0.933276305230312
ENSG00000153789,FAM92B,0.7116910003368044,-0.7305924764740358,-0.5519731262331402
ENSG00000154548,SRSF12,-1.2418207571273938,0.47336972213721074,0.5891953505067192
ENSG00000155465,SLC7A7,1.3157062998913005,-0.5278652410925277,-0.28720456877686573
ENSG00000155660,PDIA4,1.5885029172266918,-0.6375442303025323,-1.4451016065449156
ENSG00000161905,ALOX15,1.170794199591796,0.7509644429891724,0.6174268914652493
ENSG00000162545,CAMK2N1,0.9488468066239342,-0.3732649329264022,-0.19875500947473643
ENSG00000163703,CRELD1,0.4975124537480704,-0.394807585822648,-0.5669442325935965
ENSG00000163818,LZTFL1,-0.2613939244584663,-0.5111548562569521,-0.5534213183672371
ENSG00000163902,RPN1,0.3337300599938943,-0.17549794265068103,-0.17439488905582531
ENSG00000163932,PRKCD,0.5669030894677127,0.2228491981442444,0.16263516476472445
ENSG00000165272,AQP3,-0.5343942779493436,0.543461518290591,0.645259467399914
ENSG00000165912,PACSIN3,0.9969215999796674,-0.5414524757063869,-0.1946781337393583
ENSG00000166016,ABTB2,-2.212880169825907,0.5264727928616364,0.44020624674075604
ENSG00000166598,HSP90B1,0.9426212573235265,-0.6890587459053048,-1.2280375218690514
ENSG00000166770,ZNF667-AS1,-0.7127160926607993,-0.1797245928459336,-0.24889948015901153
ENSG00000166900,STX3,0.4163063937991934,-0.3755491420796507,-0.4501119565018446
ENSG00000167004,PDIA3,0.22359351029408858,-0.26586627891207226,-0.4158500944510422
ENSG00000167461,RAB8A,0.27517784502903486,-0.22854599246460677,-0.25605332854764096
ENSG00000169291,SHE,-4.433536907813126,0.5358850195082135,0.23913560851784854
ENSG00000171055,FEZ2,-0.2576610782046562,-0.5186631179719364,-0.6237381750302345
ENSG00000171234,UGT2B7,2.771237056855573,-0.5410344442796694,-0.4528003451012095
ENSG00000171303,KCNK3,-0.9537750600166717,0.3207845267284103,0.7429899817344477
ENSG00000171314,PGAM1,0.2239153885310936,0.17442947852492258,0.16803384458952383
ENSG00000172201,ID4,-1.1808875139358697,0.25311831406956226,0.23257362899137343
ENSG00000173567,ADGRF3,0.43916424163935436,-0.569693775425544,-0.30510553050343064
ENSG00000175029,CTBP2,-0.16811679542651564,-0.1586046111266998,-0.21054574984458904
ENSG00000175197,DDIT3,0.3573636245400492,-0.6540586131297935,-0.813363963306543
ENSG00000176381,PRR18,0.520454748987025,-0.3376815956001485,-0.4358889689548586
ENSG00000176438,SYNE3,0.7054568466858064,-0.7877814176729676,-0.5786589705877583
ENSG00000178473,UCN3,-0.7251113688518857,0.3953095737549755,0.2671823095488919
ENSG00000178951,ZBTB7A,0.4176441990149744,-0.3875710607898243,-0.3908695945219769
ENSG00000178980,SELENOW,-0.7359138659805693,0.33499891045787095,0.5190901334013355
ENSG00000179218,CALR,0.5827184615845058,-0.2425211960902219,-0.4292554891550271
ENSG00000179523,EIF3J-DT,0.3066122359507483,-0.2758347788304352,-0.19954072719284754
ENSG00000180190,TDRP,-0.7628299837298742,0.4544515735427818,0.265421290141654
ENSG00000180979,LRRC57,0.2558148525946493,-0.20355160116373505,-0.31952983954052744
ENSG00000183722,LHFPL6,-0.7740042212498608,-0.6617477371218812,-0.4243587635213938
ENSG00000183831,ANKRD45,-0.3946405316679255,-0.3205061412425365,-0.3796279493183534
ENSG00000184164,CRELD2,0.4658434146179708,-0.26960109852817143,-0.7990270596225842
ENSG00000184979,USP18,-0.4478070828605889,-0.8050350336249815,-0.6212641180755802
ENSG00000188070,C11orf95,0.6224583344912662,-0.30079051242590205,-0.29065019914963014
ENSG00000189409,MMP23B,0.6407575195061713,-0.8765215176306203,-0.9606652180128964
ENSG00000196739,COL27A1,-0.20311323598632777,-0.42007129212380745,-0.29079868672680015
ENSG00000196932,TMEM26,1.6413691313576277,-0.8988771057383538,-1.0314839965352962
ENSG00000196975,ANXA4,0.4388286443998838,-0.4139173916560512,-0.21041143682674282
ENSG00000198363,ASPH,-0.6272891095590032,-0.25030364777806535,-0.29507461411751423
ENSG00000198729,PPP1R14C,0.20819917517842138,-0.2583103914995288,-0.40488187687753513
ENSG00000198843,SELENOT,-0.29034427578291466,-0.42790439954600473,-0.581243155622089
ENSG00000205978,NYNRIN,-0.9339370025120665,0.3634932690862559,0.7211584649551346
ENSG00000213853,EMP2,1.0001806471434425,-0.3760553127221799,-0.35800744946973706
ENSG00000214562,NUTM2D,0.4061634458256267,-0.4547151387724155,-0.28771009936395536
ENSG00000214575,CPEB1,-1.2087576703897969,0.4194422733554889,0.3412106209342664
ENSG00000219438,FAM19A5,-0.632902703129022,-0.3779532677922392,-0.3974959460851412
ENSG00000237289,CKMT1B,0.2812482453351415,0.2520363671866517,0.22674557946986224
ENSG00000249715,FER1L5,1.8029585431292239,-1.5373429800654435,-1.055391469851162
ENSG00000254647,INS,-2.059748464814583,-3.4692753437282056,-2.98300191015929
ENSG00000256925,ADGRA1-AS1,1.4315575357143624,-0.7510445592473223,-0.6846596317190565
ENSG00000261801,LOXL1-AS1,-0.4024037151405717,-0.24565735647786904,-0.26315880888090565
